HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
kamufliran	gecamoufleerd	kamufliran	0	0	0	0	0	0	0	0	1	0
kamp	_	kamp	0	0	0	0	0	0	0	0	0	0
kampanja	_	kampanja	0	0	0	0	0	0	0	0	0	0
zagovornik, pristaša	_	oglaševalec	0	0	0	0	0	0	0	0	0	0
zagovaranje	campagne voeren	kampanija, propaganda	0	1	1	0	0	1	0	0	0	0
kampus	_	kampus	0	0	0	0	0	0	0	0	0	0
kanal	_	kanal	0	0	0	0	0	0	0	0	0	0
kanarski	kanarie	kanarski	1	0	0	0	0	0	0	0	0	0
otkazati	annuleer	preklicati, izbrisati	0	1	0	0	0	0	0	1	0	0
otkazivanje	_	odpoved	0	0	0	0	0	0	0	0	0	0
otkazivanje	_	preklic	0	0	0	0	0	0	0	0	0	0
rak	kanker	rak	0	1	1	0	1	1	0	1	0	0
iskren	openhartig	iskren, nepristranski	1	0	0	1	0	0	1	0	1	1
kandidatura	_	kandidatura	0	0	0	0	0	0	0	0	0	0
kandidat	kandidaat	kandidat	1	0	0	0	0	0	0	0	0	0
kandiran, uše?eren	geglaceerd	kandiran, posladkan	1	0	0	0	0	0	0	0	0	0
svije?a	_	sve?a	0	0	0	0	0	0	0	0	0	0
svijetlo svije?e	_	soj	0	0	0	0	0	0	0	0	0	0
svije?njak	_	sve?nik	0	0	0	0	0	0	0	0	0	0
iskrenost, otvorenost	_	odkritosr?nost	0	0	0	0	0	0	0	0	0	0
slatkiš, bombon	_	sladkarije	0	0	0	0	0	0	0	0	0	0
šibati, mlatiti štapom	stok	mlatiti	0	0	1	0	0	1	0	0	0	0
pasji	_	pasji	0	0	0	0	0	0	0	0	0	0
kanistar, posuda	_	posoda, kanta	0	0	0	0	0	0	0	0	0	0
rak, ?ir, herpes	kanker	gniti, gosenica	0	1	1	0	1	0	0	0	0	0
kanibal, ljudožder	kannibaal	kanibal, ljudožerec	0	1	0	0	1	1	0	0	0	0
ljudožderstvo, kanibalizam	kannibalisme	kanibalizem, ljudožerstvo	0	1	0	0	1	0	0	0	0	0
konzerviranje	_	konzerviranje	0	0	0	0	0	0	0	0	0	0
top	kanon	top	0	1	1	0	0	1	0	0	0	0
kanu	_	kanu	0	0	0	0	0	0	0	0	0	0
kanon	_	kanon	0	0	0	0	0	0	0	0	0	0
kanonski	_	kanoni?en	0	0	0	0	0	0	0	0	0	0
topovi	canons	top, kanon	0	0	0	0	0	0	0	0	0	1
baldahin	_	košnja	0	0	0	0	0	0	0	0	0	0
kantina, ?utura	_	kantina	0	0	0	0	0	0	0	0	0	0
Cantenbury	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
konzola	_	previsni most	0	0	0	0	0	0	0	0	0	0
kanto	_	spev	0	0	0	0	0	0	0	0	0	0
kanton	_	kanton	0	0	0	0	0	0	0	0	0	0
platno	_	platno	0	0	0	0	0	0	0	0	0	0
ispitati	_	izpraševati	0	0	0	0	0	0	0	0	0	0
dose?i	pet, dopje	pokrov	0	0	0	1	0	0	0	0	0	1
sposobnost, mogu?nost	_	zmogljivost	0	0	0	0	0	0	0	0	0	0
sposoban	_	sposoben	0	0	0	0	0	0	0	0	0	0
kapacitet, mogu?nost, nosivost	_	prostornina	0	0	0	0	0	0	0	0	0	0
rt	_	rt	0	0	0	0	0	0	0	0	0	0
skakutati	_	kapra	0	0	0	0	0	0	0	0	0	0
kapilara	_	kapilara	0	0	0	0	0	0	0	0	0	0
prijestolnica, glavni	_	prestolnica	0	0	0	0	0	0	0	0	0	0
kapitalist	kapitalist	kapitalist	1	0	0	0	0	0	0	0	0	0
kapital, glavnica	_	kapital	0	0	0	0	0	0	0	0	0	0
glavarina	_	prispevek	0	0	0	0	0	0	0	0	0	0
kapitol	_	kapitol	0	0	0	0	0	0	0	0	0	0
kapitulacija, predaja	_	kapitulacija	0	0	0	0	0	0	0	0	0	0
hir	_	kaprica, muha	0	0	0	0	0	0	0	0	0	0
hirovit	_	muhast	0	0	0	0	0	0	0	0	0	0
velika slova	_	kapa, vrh	0	0	0	0	0	0	0	0	0	0
kapsula	_	kapsula	0	0	0	0	0	0	0	0	0	0
kapetan, zapovjednik	gezagvoerder	kapitan, kapetan	1	0	0	0	0	0	0	0	0	0
naslov, natpis	_	besedilo	0	0	0	0	0	0	0	0	0	0
o?arati, oduševiti, op?initi	boeien	o?arati	1	0	0	1	0	0	1	0	1	1
zanosan, zadivljuju?i	boeiende	o?arljiv, privla?en	1	0	0	0	0	0	0	0	0	0
zarobljenik, zato?enik	gevangen	ujetnik, zajet	0	1	0	0	0	1	0	1	0	0
zarobljeništvo, zato?eništvo	gevangenschap	ujetništvo	0	1	0	0	0	0	0	1	0	0
otmi?ar	vanger	ugrabitelj	0	1	0	0	0	1	0	0	0	0
uhi?enje	gevangen nemen	zajeti, aretacija	0	1	0	0	0	0	0	0	0	0
automobil, auto	_	avto	0	0	0	0	0	0	0	0	0	0
karamela	_	karamel	0	0	0	0	0	0	0	0	0	0
karat	_	karat	0	0	0	0	0	0	0	0	0	0
karavan	_	prikolica	0	0	0	0	0	0	0	0	0	0
ugljik	_	ogljik	0	0	0	0	0	0	0	0	0	0
leš, lešina, truplo	karkas	truplo, okostje	0	1	0	0	1	1	0	1	0	0
karcinom	carcinoom	karcinom	0	1	0	0	0	1	0	1	0	0
kartica, karta	_	kartica	0	0	0	0	0	0	0	0	0	0
kardigan	_	kardigan, jopa	0	0	0	0	0	0	0	0	0	0
kardinal	_	kardinal	0	0	0	0	0	0	0	0	0	0
kardiomiopatija	cardiomyopathie	kardiomiopatija	0	1	0	0	0	1	0	1	0	0
kartice, karte	_	karte	0	0	0	0	0	0	0	0	0	0
briga, njega, brinuti, brinuti se	_	nega	0	0	0	0	0	0	0	0	0	0
karijera	carrière	kariera	1	0	0	1	0	0	0	0	0	0
pažljiv, brižljiv, brižan	voorzichtig	skrben	1	0	0	0	0	0	0	0	0	0
pažljivo, brižljivo	voorzichtig	skrben	1	0	0	0	0	0	0	0	0	0
nemarnost, nemar, neoprez, neopreznost, nehaj	slordigheid, nonchalance	neprevidnost	0	1	1	0	1	0	0	0	0	0
milovati, maziti	strelen	božanje, božati	1	0	0	0	0	0	0	0	0	0
obrnuta kva?ica	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
?uvar, upravitelj, ku?epazitelj, domar	huisbewaarder	skrbnik	1	0	0	0	0	0	0	0	0	1
teret	_	tovor	0	0	0	0	0	0	0	0	0	0
sob	_	karibu	0	0	0	0	0	0	0	0	0	0
karikatura	karikatuur	karikatura	0	1	0	0	0	0	0	0	0	0
karijes	tandbederf, gaatjes	karies	0	1	0	0	1	0	0	0	0	0
pokolj, masakr	bloedbad	pokol	0	1	1	0	1	1	0	1	1	0
pohotan, požudan, bludan	vleselijk	?uten, mesen	0	1	0	0	0	0	0	0	0	0
karanfil	_	nagelj	0	0	0	0	0	0	0	0	0	0
mesožderski, mesojedski	vleesetend	mesojed	0	1	0	0	0	1	0	0	0	0
vesela pjesma	liedje	koledovati, koledovanje	1	0	0	0	0	0	1	0	0	1
vrtuljak	_	vrtiljak	0	0	0	0	0	0	0	0	0	0
stolar, tesar, drvodjelac	_	tesar	0	0	0	0	0	0	0	0	0	0
kola, ko?ija, vagon	_	ko?ija, vagon	0	0	0	0	0	0	0	0	0	0
prenesen, prenošen	_	prevažan	0	0	0	0	0	0	0	0	0	0
prijevoznik, nositelj, prijenosnik	_	prevoznik	0	0	0	0	0	0	0	0	0	0
nositi	_	nositi	0	0	0	0	0	0	0	0	0	0
nose?i	_	prenašati	0	0	0	0	0	0	0	0	0	0
kola, kolica	_	vozi?ek	0	0	0	0	0	0	0	0	0	0
kartel	kartel	kartel	0	1	0	0	0	0	0	0	0	0
ko?ijaš	_	ko?ijaž	0	0	0	0	0	0	0	0	0	0
hrskavica	_	hrustanec	0	0	0	0	0	0	0	0	0	0
kartografski	_	kartografski	0	0	0	0	0	0	0	0	0	0
kartografija	_	kartografija	0	0	0	0	0	0	0	0	0	0
crtani film, animirani film, crti?	_	risanka	0	0	0	0	0	0	0	0	0	0
kartuša	_	kartuša	0	0	0	0	0	0	0	0	0	0
metak, patrona, naboj	patroon	naboj	0	0	0	0	0	1	0	0	0	0
rezbariti, isklesati, klesati, gravirati	_	izklesati	0	0	0	0	0	0	0	0	0	0
klesar	_	klesar	0	0	0	0	0	0	0	0	0	0
rezbarenje, klesanje, graviranje	_	klesanje	0	0	0	0	0	0	0	0	0	0
kaskada, vodopad, slap	cascade	slap	1	0	0	0	0	0	0	0	0	0
slu?aj	geval	tožba	0	1	0	0	0	1	0	1	0	0
kazein	_	kazein	0	0	0	0	0	0	0	0	0	0
unov?iti, gotovina, novac	contant geld, contant, cash	gotovina, denar	1	0	1	1	0	1	1	0	0	1
blagajnik	kassier	blagajni?ar	0	0	0	0	0	0	0	0	0	1
kašmir	_	kašmir	0	0	0	0	0	0	0	0	0	0
ku?ište, futrola, navlaka, omot	_	ohišje	0	0	0	0	0	0	0	0	0	0
kasino	_	kazino, casino	0	0	0	0	0	0	0	0	0	0
ba?va	_	sod	0	0	0	0	0	0	0	0	0	0
lijes, mrtva?ki sanduk	kistje, kist, doodskist	krsta	0	1	0	0	0	1	0	1	0	0
baciti, kalup, gips	_	metati	0	0	0	0	0	0	0	0	0	0
kasta	kaste	kasta	0	1	0	0	0	0	0	0	0	0
baca?, ljeva?	_	koleš?ek	0	0	0	0	0	0	0	0	0	0
dvorac, zamak	_	grad	0	0	0	0	0	0	0	0	0	0
ricinus	_	ricinus	0	0	0	0	0	0	0	0	0	0
neformalan, povremen, ležeran, usputan	_	naklju?en, sproš?en	0	0	0	0	0	0	0	0	0	0
ležerno, neformalno, povremeno, usputno	_	neformalen	0	0	0	0	0	0	0	0	0	0
žrtva, nezgoda, nesre?a	slachtoffer	žrtev	0	1	1	0	0	1	0	1	0	0
ma?ka	_	ma?ka, muca	0	0	0	0	0	0	0	0	0	0
katabolizam	_	katabolizem	0	0	0	0	0	0	0	0	0	0
katalog, katalogizirati	_	katalog	0	0	0	0	0	0	0	0	0	0
katalog, katalogizirati	_	katalog	0	0	0	0	0	0	0	0	0	0
kataliza	_	kataliza	0	0	0	0	0	0	0	0	0	0
kataliti?ki	_	kataliti?en	0	0	0	0	0	0	0	0	0	0
katamaran	_	katamaran	0	0	0	0	0	0	0	0	0	0
katapult, katapultirati	_	katapult, katapultirati	0	0	0	0	0	0	0	0	0	0
mrena	staar, cataract	mrena	0	1	0	1	0	1	0	1	0	0
katastrofa	catastrofe	katastrofa	0	1	1	0	1	1	0	1	1	0
ulov, uloviti	vangst	uloviti, ulov	0	0	0	0	0	0	0	0	1	0
zarazno	_	ulov	0	0	0	0	0	0	0	0	0	0
katekizam	catechismus	katekizem	0	0	0	0	1	0	0	0	0	0
kategori?an	categorisch	kategori?en	1	0	0	0	0	0	0	0	0	0
kategorija	_	kategorija	0	0	0	0	0	0	0	0	0	0
opskrbljivati, snabdijevati	tegemoet te komen, cateren	stre?i, skrbeti	1	0	0	0	0	0	0	0	0	0
dostavlja?	_	dobavitelj	0	0	0	0	0	0	0	0	0	0
gusjenica	_	gosenica	0	0	0	0	0	0	0	0	0	0
hrana	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
purgativan	purgeermiddel	katarzi?en	1	0	0	0	0	0	0	0	0	0
katedrala	kathedraal	katedrala	1	0	0	0	0	0	1	0	0	1
kateter	katheter	kateter	0	1	0	0	0	0	0	0	0	0
katoli?ki, katolik	_	katolik	0	0	0	0	0	0	0	0	0	0
ma?ja metvica	_	navadna ma?ja meta	0	0	0	0	0	0	0	0	0	0
govedo, stoka	_	govedo	0	0	0	0	0	0	0	0	0	0
vije?e	_	zasedba	0	0	0	0	0	0	0	0	0	0
donji, repni	_	spodnji	0	0	0	0	0	0	0	0	0	0
brtva, brtviti, zabrtviti	_	tesnilo	0	0	0	0	0	0	0	0	0	0
kauzalni, uzro?ni	_	vzro?en	0	0	0	0	0	0	0	0	0	0
uzro?nost, kauzalnost	_	vzro?nost	0	0	0	0	0	0	0	0	0	0
prouzrokovanost, uzro?nost, uzrok	_	vzrok	0	0	0	0	0	0	0	0	0	0
izazvan, prouzro?en	_	povzro?en	0	0	0	0	0	0	0	0	0	0
nasip	_	nasip	0	0	0	0	0	0	0	0	0	0
oprez, opomena	voorzichtigheid	previdnost	0	1	1	1	0	1	0	0	0	0
upozoravaju?i	waarschuwend	svarilen	0	0	0	0	0	1	0	0	0	0
oprezan, pažljiv	voorzichtig	previden	1	0	0	1	0	1	0	0	0	1
pažljivo	behoedzaam	previden	1	0	0	0	0	1	0	0	0	0
konjica	_	konjenica	0	0	0	0	0	0	0	0	0	0
špilja	_	jama	0	0	0	0	0	0	0	0	0	0
upozorenje, iznimka	_	opomin	0	0	0	0	0	0	0	0	0	0
pe?ina, spilja, špilja	_	votlina	0	0	0	0	0	0	0	0	0	0
prostran	_	votlinast	0	0	0	0	0	0	0	0	0	0
šupljina	_	votlina	0	0	0	0	0	0	0	0	0	0
ljuta papri?ica	_	peko?a paprika	0	0	0	0	0	0	0	0	0	0
prestati	_	prenehati	0	0	0	0	0	0	0	0	0	0
neprekidan, besprekidan, neprestan, konstantan	_	stalen, nenehen	0	0	0	0	0	0	0	0	0	0
prepustiti, ustupiti	afstaan	odstopiti	0	1	0	0	0	0	0	0	0	0
strop, plafon	_	strop	0	0	0	0	0	0	0	0	0	0
slavljenik	_	praznovalec	0	0	0	0	0	0	0	0	0	0
slavljen	gevierd	slavljen	1	0	0	1	0	0	1	0	0	0
slave?i	vieren	praznovati, slaviti	1	0	0	1	0	0	1	0	0	0
proslava, slavlje, sve?anost	viering	praznovanje	1	0	0	1	0	0	1	0	1	1
poznata li?nost, slavna li?nost, slava, zvijezda, ugled	beroemdheid	zvezdnik, slava	1	1	1	1	1	0	1	0	1	1
nebeski, božanski, rajski	hemel-	nebesen	1	0	0	1	0	0	1	0	0	0
celibat	_	celibat	0	0	0	0	0	0	0	0	0	0
?elija	_	celica	0	0	0	0	0	0	0	0	0	0
podrum	_	klet	0	0	0	0	0	0	0	0	0	0
?elijski, stani?ni, celularan	_	celi?en	0	0	0	0	0	0	0	0	0	0
celuloid	_	celuloid	0	0	0	0	0	0	0	0	0	0
cement, cementirati, zacementirati	cement	cement	0	0	0	1	0	0	0	0	0	1
zacementiran	_	cementiran	0	0	0	0	0	0	0	0	0	0
groblje	begraafplaats	pokopališ?e	0	1	0	0	0	1	0	1	0	0
cenzor, cenzurirati	censor	cenzor, cenzurirati	0	1	1	0	1	1	0	0	0	1
cenzura	afkeuring	cenzura	0	1	0	0	0	0	0	0	0	0
popis, cenzus	_	popis	0	0	0	0	0	0	0	0	0	0
cent	_	cent	0	0	0	0	0	0	0	0	0	0
stogodišnjica	_	stoletnica	0	0	0	0	0	0	0	0	0	0
stogodišnji	_	stoleten	0	0	0	0	0	0	0	0	0	0
centar, središte, centrirati	centrum	center	1	0	0	0	0	0	0	0	0	1
centimetar	_	centimeter	0	0	0	0	0	0	0	0	0	0
središnji, centralni	_	centralen	0	0	0	0	0	0	0	0	0	0
sredina	_	središ?nost	0	0	0	0	0	0	0	0	0	0
centralizacija	_	centralizacija	0	0	0	0	0	0	0	0	0	0
centralizirati	_	centralizirati	0	0	0	0	0	0	0	0	0	0
centralno	_	centralen	0	0	0	0	0	0	0	0	0	0
centrifugalan	_	centrifugalen	0	0	0	0	0	0	0	0	0	0
centrifuga	_	centrifuga	0	0	0	0	0	0	0	0	0	0
centurion	centurion	centurion	1	0	0	0	0	0	0	0	0	0
stolje?e	_	stoletje	0	0	0	0	0	0	0	0	0	0
keramika	_	keramika	0	0	0	0	0	0	0	0	0	0
žitarica	_	žito	0	0	0	0	0	0	0	0	0	0
žitarice	_	kosmi?i	0	0	0	0	0	0	0	0	0	0
moždani, umni, cerebralan	hersen-	možganski	1	0	0	0	0	0	0	0	0	0
obredni, sve?an, ceremonijalan	_	obreden, sve?an	0	0	0	0	0	0	0	0	0	0
ceremonija, sve?anost, obred	ceremonie	slovesnost	1	0	0	0	0	0	1	0	1	0
sigurnost, izvjesnost	zekerheid	gotovost	1	0	0	0	0	0	0	0	0	0
potvrda, certifikat, certificirati, ovjera, ovjeriti	_	certifikat, potrdilo, potrditi	0	0	0	0	0	0	0	0	0	0
potvrditi, ovjeriti	waarmerken	potrditi	0	0	0	0	0	0	0	0	0	1
porez, davanje	taks	nesre?a	0	1	0	0	1	0	0	0	0	0
prestanak, prekid, obustava	staking	prenehanje	0	1	0	0	0	0	0	0	0	0
pljeva, mekinje	kaf	pleva	0	1	1	0	0	1	0	0	0	0
trenje, habanje	schaven	motiti	0	1	0	0	0	0	0	0	0	0
žalost, razo?aranje, ogor?enje	chagrijn 	razo?aranje	0	1	0	0	1	0	0	1	0	0
lanac	_	veriga	0	0	0	0	0	0	0	0	0	0
stolica, stolac, predsjednik	_	stol	0	0	0	0	0	0	0	0	0	0
predsjednik, predsjedavaju?i, predsjedatelj	voorzitter	predsednik	1	0	0	0	0	0	0	0	0	1
predsjednik, predsjedavaju?i, predsjedatelj	_	predsedujo?i	0	0	0	0	0	0	0	0	0	0
predsjednica, predsjedavaju?a, predsjedateljica	voorzitster, voorzitter	predsednica	1	0	0	0	0	0	0	0	0	1
kola	_	stol	0	0	0	0	0	0	0	0	0	0
koliba, ku?a	_	ko?a	0	0	0	0	0	0	0	0	0	0
kalež	_	kelih	0	0	0	0	0	0	0	0	0	0
kreda	_	kreda	0	0	0	0	0	0	0	0	0	0
izazov, izazvati	uitdaging	izziv	0	1	1	0	0	1	0	0	0	0
komora, odaja, dvorana	_	soba, dvorana	0	0	0	0	0	0	0	0	0	0
prostor	_	dom, prostor	0	0	0	0	0	0	0	0	0	0
kameleon	_	kameleon	0	0	0	0	0	0	0	0	0	0
šampanjac	_	šampanjec	0	0	0	0	0	0	0	0	0	0
prvak, pobjednik, šampion	kampioen	prvak	1	0	0	1	0	0	1	0	0	1
prilika, šansa	kans	priložnost	0	0	0	0	0	0	0	0	1	0
kancelar	kanselier	kancler	0	0	0	0	0	0	0	0	0	1
luster	_	lestenec	0	0	0	0	0	0	0	0	0	0
dobavlja?	_	oskrbovalec	0	0	0	0	0	0	0	0	0	0
promijeniti, promjena	verandering	sprememba, spremeniti	0	0	0	0	0	1	0	0	0	0
promjenljiv	veranderlijk	spremenljiv	0	0	0	1	0	0	0	0	1	0
promijenjen	_	spremenjen	0	0	0	0	0	0	0	0	0	0
mjenja?	_	menjalec	0	0	0	0	0	0	0	0	0	0
mijenjanje	_	spreminjajo?	0	0	0	0	0	0	0	0	0	0
kanal, kanalizirati, usmjeriti	_	kanal	0	0	0	0	0	0	0	0	0	0
pjevati, pjesma	zingen, gezang	psalmodija	1	0	1	1	0	0	1	0	1	0
kaos	chaos	kaos	0	1	1	0	0	1	0	1	0	0
kaoti?an	chaotisch	kaoti?en	0	1	1	0	0	0	0	0	0	0
momak, de?ko	_	de?ko	0	0	0	0	0	0	0	0	0	0
kapela	_	kapela	0	0	0	0	0	0	0	0	0	0
kapelan	kapelaan, aalmoezenier	kaplan	0	0	0	0	0	0	0	0	0	1
trgovac	_	trgovec	0	0	0	0	0	0	0	0	0	0
kožne navlake za hla?e	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
poglavlje	_	poglavje	0	0	0	0	0	0	0	0	0	0
?a?a, pocrniti	_	?istilka	0	0	0	0	0	0	0	0	0	0
lik, znak	_	zna?aj, lik	0	0	0	0	0	0	0	0	0	0
svojstvo, osobina, karakteristika, zna?ajka, obilježje, odlika	_	zna?ilnost	0	0	0	0	0	0	0	0	0	0
karakterizirati, okarakterizirati, obilježiti	_	ozna?iti	0	0	0	0	0	0	0	0	0	0
šarada	schijnvertoning, poppenkast	pantomima	0	1	0	0	0	0	0	0	0	0
ugljen	_	oglje	0	0	0	0	0	0	0	0	0	0
naplatiti, naboj	_	odgovornost	0	0	0	0	0	0	0	0	0	0
kažnjiv	laste	obremenilen	0	1	0	0	0	1	0	1	0	0
punja?	lader	polnilec	1	0	0	0	0	0	0	0	0	0
kola, ko?ija	_	ko?ija	0	0	0	0	0	0	0	0	0	0
dobrotvoran	liefdadig	dobrodelen	1	0	0	1	0	0	1	0	0	1
milosr?e, dobro?instvo, dobrotvornost	goed doel	dobrodelnost, usmiljenost	1	0	0	0	0	0	1	0	0	0
draž, šarm, ?ar, o?arati, amajlija	betoveren, betovering, bezwering	?ar	1	0	0	0	0	0	0	0	0	0
o?aran, šarmiran	gecharmeerd	o?aran	1	1	0	0	0	0	1	0	0	0
šarmer	_	o?arljivec	0	0	0	0	0	0	0	0	0	0
šarmantan, dražestan, ljubak	charmant	o?arljiv	1	0	0	0	0	0	0	0	0	0
grafikon, dijagram	tabel, schema, kaart	diagram, graf, tabela	0	0	0	0	0	0	0	0	0	1
?arter, povelja	_	statut	0	0	0	0	0	0	0	0	0	0
povlašten	_	najet, pooblaš?en	0	0	0	0	0	0	0	0	0	0
goniti, potjera, progoniti, progon, gonjenje	jacht, jagen	lov, loviti	0	1	0	0	0	0	0	0	0	0
ponor, provalija	kloof, afgrond	razpoka	0	0	0	0	0	1	0	0	0	0
kazna, kažnjavanje	kastijding	karanje	0	1	0	0	0	0	0	0	0	0
?ednost, ?isto?a, djevi?anstvo	kuisheid	?istost, devištvo	1	0	0	1	0	0	0	0	0	1
razgovor, razgovarati	_	klepet	0	0	0	0	0	0	0	0	0	0
zamak, dvorac	_	dvorec	0	0	0	0	0	0	0	0	0	0
?askanje, ?askati	_	?ebljanje, ?ebljati	0	0	0	0	0	0	0	0	0	0
brbljanje	geklets	?ebljanje	1	0	0	0	0	0	0	0	0	0
brbljiv	spraakzaam	klepetav	0	1	0	0	0	0	0	0	0	0
šofer	_	voznik	0	0	0	0	0	0	0	0	0	0
jeftin, škrt	goedkoop	poceni	0	1	0	0	0	0	0	0	0	0
varati, varalica, prevariti, prevarant	bedriegen, valsspelen	slepar, goljuf, varati, goljufati	0	1	1	0	1	0	0	0	0	0
provjeriti, kva?ica	_	preveriti	0	0	0	0	0	0	0	0	0	0
kontrolor	_	pregledovalnik	0	0	0	0	0	0	0	0	0	0
kockast, kariran	_	karirast	0	0	0	0	0	0	0	0	0	0
dama	_	dama	0	0	0	0	0	0	0	0	0	0
kontrolna lista, kontrolni popis, lista provjera, popis provjera	checklist	seznam	1	0	0	0	0	0	0	0	0	1
obraz	_	lice	0	0	0	0	0	0	0	0	0	0
obraz	_	predrznost	0	0	0	0	0	0	0	0	0	0
cvrkut, cvrkutanje, cvrkutati	_	?ivkanje	0	0	0	0	0	0	0	0	0	0
bodriti, navijati	juichen, supporteren	navijati	1	0	0	1	0	0	1	0	1	1
veseo, vedar	vrolijk	vesel	1	0	0	0	0	0	1	0	1	0
veselje, veselost	opgewektheid	veselje	1	0	0	1	0	0	1	0	0	1
bodre?i, navijaju?i	gejuich, juichen, supporteren, gesupporter	navijanje	1	0	0	0	0	0	1	0	0	0
živahan, veseo	NO TRANSLATION	živahen	1	0	0	1	0	0	1	0	0	0
torta od sira	kaastaart, cheesecake	skutna torta	0	1	0	0	0	0	0	0	0	0
gepard	_	gepard	0	0	0	0	0	0	0	0	0	0
potkošulja	_	srajca	0	0	0	0	0	0	0	0	0	0
kemi?ar, apotekar, ljekarnik	scheikundige	kemik	1	0	0	0	0	0	0	0	0	1
kemija	_	kemija	0	0	0	0	0	0	0	0	0	0
?ek	_	?ek	0	0	0	0	0	0	0	0	0	0
njegovati	koesteren	ceniti	1	0	0	1	0	0	1	0	1	1
trešnja	kers	?ešnja	1	0	0	0	0	0	0	0	0	0
šah	_	šah	0	0	0	0	0	0	0	0	0	0
škrinja, prsa, grudi, kov?eg	_	prsni koš	0	0	0	0	0	0	0	0	0	0
kesten, kestenjast	_	kostanj	0	0	0	0	0	0	0	0	0	0
oznaka, prišivak	_	našitek	0	0	0	0	0	0	0	0	0	0
žvakati	_	žve?iti	0	0	0	0	0	0	0	0	0	0
šik, elegancija, elegantan	_	eleganca, eleganten	0	0	0	0	0	0	0	0	0	0
šikana	chicane	šikana	0	1	0	1	0	0	0	0	1	1
piletina, pile	kip	piš?anec	0	0	0	0	0	1	0	0	0	0
glavni, šef, poglavica, vo?a, poglavar	_	šef, vodja	0	0	0	0	0	0	0	0	0	0
prvenstveno, poglavito, ponajviše	_	predvsem	0	0	0	0	0	0	0	0	0	0
poglavica, starješina	opperhoofd	poglavar	1	0	0	0	0	0	0	0	0	0
dijete	kind	otrok	1	0	0	1	0	0	1	0	0	0
poro?aj	_	porod	0	0	0	0	0	0	0	0	0	0
djetinjstvo	kinderjaren	otroštvo	1	0	0	0	0	0	1	0	0	0
djetinjast	kinderachtig	otro?ji	0	1	0	0	0	0	0	0	0	0
hladno?a, hladiti	_	hladen	0	0	0	0	0	0	0	0	0	0
prohladan, hladan	koud	hladen	0	1	0	0	0	0	0	0	0	0
zvoniti, zvonjava	_	zvonjenje, zvonec	0	0	0	0	0	0	0	0	0	0
himera	chimera	kimera	0	0	0	0	0	1	0	0	1	0
zvona	_	zvoniti	0	0	0	0	0	0	0	0	0	0
dimnjak	_	dimnik	0	0	0	0	0	0	0	0	0	0
porculan	_	porcelan	0	0	0	0	0	0	0	0	0	0
kralježnica, kralješnica, ki?ma	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
Chinook	_	veter	0	0	0	0	0	0	0	0	0	0
?ip, krhotina	_	?ip	0	0	0	0	0	0	0	0	0	0
otkidaju?i	_	okrušek	0	0	0	0	0	0	0	0	0	0
cvrkut, cvrkutati	tsjilpen	žvrgolenje	1	0	0	0	0	0	1	0	0	0
dlijeto	beitel	dleto	1	0	0	0	0	0	0	0	0	0
djetešce	_	zaznamek, klepet, ?vek	0	0	0	0	0	0	0	0	0	0
viteštvo, kavalirstvo	ridderlijkheid	kavalirstvo, viteštvo	1	0	0	0	0	0	0	0	0	0
kloroform	chloroform	kloroform	0	1	0	0	0	0	0	0	0	0
?okolada, ?okoladni	chocola	?okolada	1	0	0	1	0	0	1	0	0	1
izbor	keuze	izbira	1	0	0	0	0	0	0	0	0	0
zbor	koor	zbor	1	0	0	0	0	0	1	0	0	1
gušiti, daviti, gušiti se, udaviti	stikken	daviti, dušiti	0	1	1	0	0	0	0	1	0	0
kolera	cholera	kolera	0	1	0	0	1	1	0	1	0	0
izabrati, birati	_	izbrati	0	0	0	0	0	0	0	0	0	0
biraju?i	_	izbirati	0	0	0	0	0	0	0	0	0	0
sasje?i, rasje?i	hakken	sekati, udarec	0	1	0	0	0	0	0	0	0	0
cijepanje	_	rezanje	0	0	0	0	0	0	0	0	0	0
odresci	_	koš?ek	0	0	0	0	0	0	0	0	0	0
zborski	in koor	zborovski	1	0	0	0	0	0	1	0	0	0
akordi	_	struna, akord	0	0	0	0	0	0	0	0	0	0
obaveza	karwei	opravilo	0	1	0	0	0	0	0	0	0	0
pripjev, refren, zbor	refrein	refren	1	0	0	0	0	0	0	0	0	0
odabran, izabran	uitgekozen, uitverkoren, gekozen	izbran	1	0	0	0	0	0	0	0	0	0
juha	chowder	juha	1	0	0	0	0	0	0	0	0	0
krštenje	_	krst, krstiti	0	0	0	0	0	0	0	0	0	0
kromatski	_	kromati?en	0	0	0	0	0	0	0	0	0	0
kromatografija	_	kromatografija	0	0	0	0	0	0	0	0	0	0
kromosom	_	kromosom	0	0	0	0	0	0	0	0	0	0
kroni?an	chronisch	kroni?en	0	1	0	0	0	0	0	1	0	0
kronika	kroniek	kronika	1	0	0	0	0	0	0	0	0	1
kronograf	_	kronograf	0	0	0	0	0	0	0	0	0	0
kronološki	_	kronološki	0	0	0	0	0	0	0	0	0	0
